status,state,title,type,voteType,creator_address,creator_username,currency_symbol,currency_address,signers,neededSign,cycle,approves
succeeded,succeeded,LinqAI $LNQ,classic,multi,0xb2890992e7152106f70176adf93a7CFEdB246880,raggedoffence,LNQ,0xd4f4d0a10bcae123bb6655e8fe93a30d01eebd04,"[{'address': '0xb2890992e7152106f70176adf93a7CFEdB246880', 'username': 'raggedoffence'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0xfFa5Aeba892602A8069c9417A2e95cb0498DdF42', 'username': 'fiercejug'}, {'address': '0xe6EcB12EC9a52364f94C8a86aD7274f4b2eDC102', 'username': 'variousrebate'}, {'address': '0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752', 'username': 'convenientstride'}]",8,48,"[{'address': '0xde07e190555f2bc82824009DCf1a3BeF5F1De9bC', 'username': 'priorfrieze'}, {'address': '0x1e6108990608600F08A431bbd7b3C3AF45f6e449', 'username': 'plannedinference'}]"
failed,rejected,OriginTrail ($TRAC) Re-investment proposal,classic,multi,0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F,undulatingmustang,TRAC,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,"[{'address': '0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F', 'username': 'undulatingmustang'}]",8,49,[]
succeeded,succeeded,OriginTrail ($TRAC) Re-investment proposal,classic,multi,0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F,undulatingmustang,TRAC,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,"[{'address': '0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F', 'username': 'undulatingmustang'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3', 'username': 'magneticeavesdropper'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0x077C64316c010E617FCFb941534a966e2579C7A8', 'username': 'movableadjective'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}]",8,49,"[{'address': '0xF4598765C7594AD655f5C2cfD75b3575F30d6538', 'username': 'truepredisposition'}, {'address': '0x2869C2bc6e8f7f6BDA72cdA2446B68753E67Af0E', 'username': 'unfriendlypriority'}, {'address': '0xB767082357641045CbEa321DcE2FD5f8574fAC28', 'username': 'curvingserpent'}, {'address': '0x1e6108990608600F08A431bbd7b3C3AF45f6e449', 'username': 'plannedinference'}]"
failed,rejected,AURK ,classic,multi,0x1B69c4A788aD8f940e624341AB45c731D01190De,highgaze,AURK,0xe5db5128935e3a8a8eaeabe4577fac2b353ae9fa,"[{'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}]",8,50,[]
succeeded,succeeded,AURK ,classic,multi,0x1B69c4A788aD8f940e624341AB45c731D01190De,highgaze,AURK,0xe5db5128935e3a8a8eaeabe4577fac2b353ae9fa,"[{'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0xCD1EfBAC8e37E92268bA83903026a6C34b3803Db', 'username': 'transientnotary'}, {'address': '0x077C64316c010E617FCFb941534a966e2579C7A8', 'username': 'movableadjective'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044', 'username': 'high-poweredincrease'}, {'address': '0xe54965f527cdb6e98213d01dee640a54aab6191a', 'username': 'snarlingsparkle'}, {'address': '0xfFa5Aeba892602A8069c9417A2e95cb0498DdF42', 'username': 'fiercejug'}]",8,50,"[{'address': '0x2869C2bc6e8f7f6BDA72cdA2446B68753E67Af0E', 'username': 'unfriendlypriority'}, {'address': '0xdF31a736B4C85Dc860194b74bB6201a29855699F', 'username': 'constructivequestion'}, {'address': '0xc649a7165ffAEE42eB73840A8Faf6eE4c9441AcC', 'username': 'inquisitivebacterium'}, {'address': '0xF4598765C7594AD655f5C2cfD75b3575F30d6538', 'username': 'truepredisposition'}]"
succeeded,succeeded,$XMW MORPHWARE 4.35 ETH,classic,multi,0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044,high-poweredincrease,XMW,0x391cf4b21f557c935c7f670218ef42c21bd8d686,"[{'address': '0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044', 'username': 'high-poweredincrease'}, {'address': '0x2f883772E5D9d3B0A227e08FF7f76f318D87Ca55', 'username': 'deadlyliberation'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0x077C64316c010E617FCFb941534a966e2579C7A8', 'username': 'movableadjective'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}]",8,51,"[{'address': '0xF4598765C7594AD655f5C2cfD75b3575F30d6538', 'username': 'truepredisposition'}, {'address': '0x705642f070B954769a0CBA43cCfD6Deb8eE9AeCD', 'username': 'white-collarwalleye'}, {'address': '0x1e6108990608600F08A431bbd7b3C3AF45f6e449', 'username': 'plannedinference'}]"
failed,rejected,Cycle length increase,dao,multi,0x077C64316c010E617FCFb941534a966e2579C7A8,movableadjective,M87,0x80122c6a83c8202ea365233363d3f4837d13e888,"[{'address': '0x077C64316c010E617FCFb941534a966e2579C7A8', 'username': 'movableadjective'}]",8,52,[]
succeeded,succeeded,10-15 cycle increase. ,dao,multi,0x077C64316c010E617FCFb941534a966e2579C7A8,movableadjective,M87,0x80122c6a83c8202ea365233363d3f4837d13e888,"[{'address': '0x077C64316c010E617FCFb941534a966e2579C7A8', 'username': 'movableadjective'}, {'address': '0xCD1EfBAC8e37E92268bA83903026a6C34b3803Db', 'username': 'transientnotary'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044', 'username': 'high-poweredincrease'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0x385Aa6a979e9318d07D9318DfF593d9d51AF6703', 'username': 'regulatedriverbank'}, {'address': '0xb2890992e7152106f70176adf93a7CFEdB246880', 'username': 'raggedoffence'}]",8,52,"[{'address': '0x009E2EF736DE40161d4E617cbb2749552F0f8060', 'username': 'happynumber'}, {'address': '0x595147E8a744a967806D995513B7d6367C107208', 'username': 'restrictedforage'}, {'address': '0x2869C2bc6e8f7f6BDA72cdA2446B68753E67Af0E', 'username': 'unfriendlypriority'}, {'address': '0x8B130Dc7A75f24Be64486b03C90CbBc178196c07', 'username': 'geologicalcrucifix'}, {'address': '0x04EE9c4D479cee1042fE0D6792CAcBeC3E246888', 'username': 'timelesscontact'}, {'address': '0x9b1DaDb8D6AFC4a9b5A13B808281C962D468e050', 'username': 'bindingshire'}]"
failed,failed,Governance By Example,classic,multi,0x5226FB987f338956597B62A8096b8AdA60E543AD,crackingvalise,HAWK,0x05a89897a9d7f8a8c1f321e61e97ce239500fa70,"[{'address': '0x5226FB987f338956597B62A8096b8AdA60E543AD', 'username': 'crackingvalise'}, {'address': '0xb8BeA176A8Fe69939718D466c999a0AAb0656a0b', 'username': 'aromaticjetty'}]",8,53,[]
failed,rejected,Investment in Zignaly,classic,multi,0x60e0c36Df17D2753BAb03AFc1c59E34427670e01,fortuitousincision,ZIG,0xb2617246d0c6c0087f18703d576831899ca94f01,"[{'address': '0x60e0c36Df17D2753BAb03AFc1c59E34427670e01', 'username': 'fortuitousincision'}]",8,54,[]
processing,deActive,4.35 eth $ZIG ,classic,multi,0x82bdee47362C2f9244126974E451421054187B12,absorbinginvasion,ZIG,0xb2617246d0c6c0087f18703d576831899ca94f01,"[{'address': '0x82bdee47362C2f9244126974E451421054187B12', 'username': 'absorbinginvasion'}]",8,54,[]
failed,rejected,4.35 eth in $ZIG,classic,multi,0x077C64316c010E617FCFb941534a966e2579C7A8,movableadjective,ZIG,0xb2617246d0c6c0087f18703d576831899ca94f01,"[{'address': '0x077C64316c010E617FCFb941534a966e2579C7A8', 'username': 'movableadjective'}]",8,54,[]
