status,state,title,type,voteType,creator_address,creator_username,currency_symbol,currency_address,signers,neededSign,cycle,approves
failed,rejected,$INFRA InfraX,classic,multi,0x209a9021993D50Bd767783563C4a9c0cbc601199,ruddyoiler,INFRA,0xe9eccde9d26fcbb5e93f536cfc4510a7f46274f8,"[{'address': '0x209a9021993D50Bd767783563C4a9c0cbc601199', 'username': 'ruddyoiler'}]",8,28,[]
succeeded,succeeded,$INFRA InfraX,classic,multi,0x209a9021993D50Bd767783563C4a9c0cbc601199,ruddyoiler,INFRA,0xe9eccde9d26fcbb5e93f536cfc4510a7f46274f8,"[{'address': '0x209a9021993D50Bd767783563C4a9c0cbc601199', 'username': 'ruddyoiler'}, {'address': '0x4faFB5ea6ec25231cEdA005936fF44B9acf6988c', 'username': 'pedagogicalturkey'}, {'address': '0x69Cba612268c4D8452E331534866779174a8E3f2', 'username': 'coytong'}, {'address': '0x95506499FdF750671C751C1E4498a870A2cc1Cd7', 'username': 'governingpreface'}, {'address': '0x91672D174190B423186419Df126dE72bc5AF8DD0', 'username': 'waterycrotch'}, {'address': '0x60e0c36Df17D2753BAb03AFc1c59E34427670e01', 'username': 'fortuitousincision'}, {'address': '0xbbc96d4A68c19b3f23c96d9311E52d6425D333A6', 'username': 'stupendousecosystem'}, {'address': '0x5226FB987f338956597B62A8096b8AdA60E543AD', 'username': 'crackingvalise'}]",8,28,"[{'address': '0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752', 'username': 'convenientstride'}, {'address': '0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044', 'username': 'high-poweredincrease'}, {'address': '0xAB8Bf583ddFC63273A18D13cE8ffa7211861D8A8', 'username': 'promisingdriveway'}]"
failed,rejected,Investment in Integration Partner X-Alpha.ai,classic,multi,0x60e0c36Df17D2753BAb03AFc1c59E34427670e01,fortuitousincision,XALPHA,0x369733153e6e08d38f2bc72ae2432e855cfbe221,"[{'address': '0x60e0c36Df17D2753BAb03AFc1c59E34427670e01', 'username': 'fortuitousincision'}]",8,29,[]
succeeded,succeeded,Investment in Integration Partner X-Alpha.ai,classic,multi,0x60e0c36Df17D2753BAb03AFc1c59E34427670e01,fortuitousincision,XALPHA,0x369733153e6e08d38f2bc72ae2432e855cfbe221,"[{'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0x5226FB987f338956597B62A8096b8AdA60E543AD', 'username': 'crackingvalise'}, {'address': '0x95506499FdF750671C751C1E4498a870A2cc1Cd7', 'username': 'governingpreface'}, {'address': '0x4faFB5ea6ec25231cEdA005936fF44B9acf6988c', 'username': 'pedagogicalturkey'}, {'address': '0x5E560c3Ce4BC11B26b176da6cD6A16099A649fb1', 'username': 'paradoxicaldroplet'}, {'address': '0xe6EcB12EC9a52364f94C8a86aD7274f4b2eDC102', 'username': 'variousrebate'}]",8,29,"[{'address': '0xAB8Bf583ddFC63273A18D13cE8ffa7211861D8A8', 'username': 'promisingdriveway'}, {'address': '0x4c6F91306c993Ac5864adCf818B1c958Bb19254a', 'username': 'eccentriccaterer'}, {'address': '0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044', 'username': 'high-poweredincrease'}, {'address': '0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752', 'username': 'convenientstride'}]"
succeeded,succeeded,CODE,classic,multi,0xf2a79C9c6f754B2a538836046CDf135C1B11a44f,stolidslag,CODE,0x283344eea472f0fe04d6f722595a2fffefe1901a,"[{'address': '0xe6EcB12EC9a52364f94C8a86aD7274f4b2eDC102', 'username': 'variousrebate'}, {'address': '0xf7a98C388D089dCcFba8FC0764ED90d701C86E25', 'username': 'scrapingborough'}, {'address': '0x5226FB987f338956597B62A8096b8AdA60E543AD', 'username': 'crackingvalise'}, {'address': '0x54F251B53b70cD3C0D43dc2FB22704E6C0B4677e', 'username': 'covertchoreographer'}, {'address': '0x209a9021993D50Bd767783563C4a9c0cbc601199', 'username': 'ruddyoiler'}, {'address': '0x95506499FdF750671C751C1E4498a870A2cc1Cd7', 'username': 'governingpreface'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}]",8,30,"[{'address': '0xB767082357641045CbEa321DcE2FD5f8574fAC28', 'username': 'curvingserpent'}, {'address': '0x98eaeA37c5ec6fdA773891f23385080095F16985', 'username': 'conicaldamp'}, {'address': '0xdF31a736B4C85Dc860194b74bB6201a29855699F', 'username': 'constructivequestion'}, {'address': '0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752', 'username': 'convenientstride'}, {'address': '0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044', 'username': 'high-poweredincrease'}]"
failed,rejected,OriginTrail ($TRAC) Investment Proposal,classic,multi,0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F,undulatingmustang,TRAC,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,"[{'address': '0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F', 'username': 'undulatingmustang'}]",8,31,[]
succeeded,succeeded,OriginTrail ($TRAC) Investment Proposal,classic,multi,0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F,undulatingmustang,TRAC,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f,"[{'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0x5226FB987f338956597B62A8096b8AdA60E543AD', 'username': 'crackingvalise'}, {'address': '0x209a9021993D50Bd767783563C4a9c0cbc601199', 'username': 'ruddyoiler'}, {'address': '0x95506499FdF750671C751C1E4498a870A2cc1Cd7', 'username': 'governingpreface'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0xf7a98C388D089dCcFba8FC0764ED90d701C86E25', 'username': 'scrapingborough'}, {'address': '0xe6EcB12EC9a52364f94C8a86aD7274f4b2eDC102', 'username': 'variousrebate'}]",8,31,"[{'address': '0xdF31a736B4C85Dc860194b74bB6201a29855699F', 'username': 'constructivequestion'}, {'address': '0x2869C2bc6e8f7f6BDA72cdA2446B68753E67Af0E', 'username': 'unfriendlypriority'}, {'address': '0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752', 'username': 'convenientstride'}]"
succeeded,succeeded,Investment in Virtu Network,classic,multi,0x60e0c36Df17D2753BAb03AFc1c59E34427670e01,fortuitousincision,VIRTU,0x520140d71129434635899eca07f845bb23b27987,"[{'address': '0x60e0c36Df17D2753BAb03AFc1c59E34427670e01', 'username': 'fortuitousincision'}, {'address': '0x95506499FdF750671C751C1E4498a870A2cc1Cd7', 'username': 'governingpreface'}, {'address': '0x91672D174190B423186419Df126dE72bc5AF8DD0', 'username': 'waterycrotch'}, {'address': '0xce9E7300a6240B273bCC72F96c699B0804F2fd54', 'username': 'punyfather'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0x5226FB987f338956597B62A8096b8AdA60E543AD', 'username': 'crackingvalise'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}]",8,32,"[{'address': '0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752', 'username': 'convenientstride'}, {'address': '0x98eaeA37c5ec6fdA773891f23385080095F16985', 'username': 'conicaldamp'}]"
succeeded,succeeded,ZIG,classic,multi,0xf2a79C9c6f754B2a538836046CDf135C1B11a44f,stolidslag,ZIG,0xb2617246d0c6c0087f18703d576831899ca94f01,"[{'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0x95506499FdF750671C751C1E4498a870A2cc1Cd7', 'username': 'governingpreface'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0x5226FB987f338956597B62A8096b8AdA60E543AD', 'username': 'crackingvalise'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0x91672D174190B423186419Df126dE72bc5AF8DD0', 'username': 'waterycrotch'}]",8,33,"[{'address': '0x274e6132A3dC4Bc6Ce3068102D981b17768e130F', 'username': 'sponsoredjuke'}, {'address': '0xdF31a736B4C85Dc860194b74bB6201a29855699F', 'username': 'constructivequestion'}, {'address': '0x98eaeA37c5ec6fdA773891f23385080095F16985', 'username': 'conicaldamp'}, {'address': '0x3090afd9BD95D34B272A2c6E910Da478dD3ef10c', 'username': 'articulatedviolin'}]"
succeeded,succeeded,$MAZZE. A Layer 1 Blockchain in it‘s birth,classic,multi,0x50e78376E84f4B45285f7d33a145C4849Ed3354d,soothingcandy,MAZZE,0x4a029f7bcf33acb03547d8fa7be840347973e24e,"[{'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0xa4444aeC32965BCb4d460BA818FD2FA37b508627', 'username': 'swellingweakness'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0x95506499FdF750671C751C1E4498a870A2cc1Cd7', 'username': 'governingpreface'}, {'address': '0x91672D174190B423186419Df126dE72bc5AF8DD0', 'username': 'waterycrotch'}]",8,34,"[{'address': '0x1e6108990608600F08A431bbd7b3C3AF45f6e449', 'username': 'plannedinference'}, {'address': '0x274e6132A3dC4Bc6Ce3068102D981b17768e130F', 'username': 'sponsoredjuke'}]"
failed,failed,$LPU - Lender Network,classic,multi,0x1B69c4A788aD8f940e624341AB45c731D01190De,highgaze,LPU,0x97c0acfd62ba29f70b6fe272efaae0942c8263b5,"[{'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0xe6EcB12EC9a52364f94C8a86aD7274f4b2eDC102', 'username': 'variousrebate'}, {'address': '0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3', 'username': 'magneticeavesdropper'}]",8,35,[]
succeeded,succeeded,Bring me out of DarkMatter status. ,darkMatter,single,0x5c03E7f247d0B809c0fF18764dB1E27b73cb4199,despairingshunt,M87,0x80122c6a83c8202ea365233363d3f4837d13e888,"[{'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}]",3,0,[]
failed,rejected,APES Investment Proposal,classic,multi,0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F,undulatingmustang,APES,0x09675e24ca1eb06023451ac8088eca1040f47585,"[{'address': '0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F', 'username': 'undulatingmustang'}]",8,36,[]
succeeded,succeeded,APES Investment Proposal,classic,multi,0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F,undulatingmustang,APES,0x09675e24ca1eb06023451ac8088eca1040f47585,"[{'address': '0x235Fa4Bf4ef3564a85bb34C74929A3F8c62b298F', 'username': 'undulatingmustang'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0x95506499FdF750671C751C1E4498a870A2cc1Cd7', 'username': 'governingpreface'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0xe6EcB12EC9a52364f94C8a86aD7274f4b2eDC102', 'username': 'variousrebate'}, {'address': '0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3', 'username': 'magneticeavesdropper'}]",8,36,"[{'address': '0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752', 'username': 'convenientstride'}, {'address': '0x8E79D0f86c3fD8c10434FE16bEd89bcE0ed1Bb10', 'username': 'unexpectedstarter'}]"
succeeded,succeeded,Proposal for Investment in Alvara - $ALVA,classic,multi,0x60e0c36Df17D2753BAb03AFc1c59E34427670e01,fortuitousincision,ALVA,0x8e729198d1c59b82bd6bba579310c40d740a11c2,"[{'address': '0x60e0c36Df17D2753BAb03AFc1c59E34427670e01', 'username': 'fortuitousincision'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0x95506499FdF750671C751C1E4498a870A2cc1Cd7', 'username': 'governingpreface'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0x5226FB987f338956597B62A8096b8AdA60E543AD', 'username': 'crackingvalise'}, {'address': '0xbbc96d4A68c19b3f23c96d9311E52d6425D333A6', 'username': 'stupendousecosystem'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}]",8,37,"[{'address': '0x8E79D0f86c3fD8c10434FE16bEd89bcE0ed1Bb10', 'username': 'unexpectedstarter'}, {'address': '0xD23A12901D5b063A7CE6bf9C2728834E75391c02', 'username': 'befuddledtrapper'}, {'address': '0x2869C2bc6e8f7f6BDA72cdA2446B68753E67Af0E', 'username': 'unfriendlypriority'}, {'address': '0x3358B21f8016732e79D588bC2A8D2f4162778F6c', 'username': 'aquaticpsychosis'}, {'address': '0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752', 'username': 'convenientstride'}, {'address': '0x1e6108990608600F08A431bbd7b3C3AF45f6e449', 'username': 'plannedinference'}]"
succeeded,succeeded,34,darkMatter,single,0x61d7ecE32854CaF46c6304Fd536704EacD4dA256,mercantilefirebrand,M87,0x80122c6a83c8202ea365233363d3f4837d13e888,[],3,0,[]
failed,rejected,eVa AI,classic,multi,0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3,magneticeavesdropper,eVa,0x3566c8ee9780245e974e759a7716ea6ba0702588,"[{'address': '0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3', 'username': 'magneticeavesdropper'}]",8,38,[]
failed,failed,eVa AI,classic,multi,0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3,magneticeavesdropper,eVa,0x3566c8ee9780245e974e759a7716ea6ba0702588,"[{'address': '0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3', 'username': 'magneticeavesdropper'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0xeB4d60B9863A4b3c18a10FbB7F410dc505720C7B', 'username': 'adamanttoehold'}, {'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}]",8,38,[]
failed,rejected,$UNI Uniswap,classic,multi,0x458Cec900E363f8d568dc1Ff758f28Aae92fA73e,grizzledrouter,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,"[{'address': '0x458Cec900E363f8d568dc1Ff758f28Aae92fA73e', 'username': 'grizzledrouter'}]",8,39,[]
succeeded,succeeded,$UNI Uniswap,classic,multi,0x458Cec900E363f8d568dc1Ff758f28Aae92fA73e,grizzledrouter,UNI,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,"[{'address': '0x458Cec900E363f8d568dc1Ff758f28Aae92fA73e', 'username': 'grizzledrouter'}, {'address': '0x95506499FdF750671C751C1E4498a870A2cc1Cd7', 'username': 'governingpreface'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0xCD1EfBAC8e37E92268bA83903026a6C34b3803Db', 'username': 'transientnotary'}, {'address': '0xeB4d60B9863A4b3c18a10FbB7F410dc505720C7B', 'username': 'adamanttoehold'}, {'address': '0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3', 'username': 'magneticeavesdropper'}]",8,39,"[{'address': '0xf0C1B0109865BdAf4Aa490492FC0590B9E7c96c7', 'username': 'horridforeboding'}, {'address': '0x8E79D0f86c3fD8c10434FE16bEd89bcE0ed1Bb10', 'username': 'unexpectedstarter'}, {'address': '0xdF31a736B4C85Dc860194b74bB6201a29855699F', 'username': 'constructivequestion'}]"
failed,rejected,CRX - Cerebro $CRX,classic,multi,0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3,magneticeavesdropper,CRX,0x49218282042072e054afdc90e552e832735f8316,"[{'address': '0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3', 'username': 'magneticeavesdropper'}]",8,40,[]
failed,failed,CRX - Cerebro $CRX,classic,multi,0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3,magneticeavesdropper,CRX,0x49218282042072e054afdc90e552e832735f8316,"[{'address': '0xe53c1ca0EfC8EeCa70fF77eA5c0672BEC02469B3', 'username': 'magneticeavesdropper'}, {'address': '0xeB4d60B9863A4b3c18a10FbB7F410dc505720C7B', 'username': 'adamanttoehold'}, {'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}]",8,40,[]
failed,rejected,Investment in Coincreate,classic,multi,0x60e0c36Df17D2753BAb03AFc1c59E34427670e01,fortuitousincision,CREA,0x28ae7b2ebd6f10f4393f410f6b7896380a949d62,"[{'address': '0x60e0c36Df17D2753BAb03AFc1c59E34427670e01', 'username': 'fortuitousincision'}]",8,41,[]
succeeded,succeeded,Investment in Coincreate,classic,multi,0x60e0c36Df17D2753BAb03AFc1c59E34427670e01,fortuitousincision,CREA,0x28ae7b2ebd6f10f4393f410f6b7896380a949d62,"[{'address': '0x60e0c36Df17D2753BAb03AFc1c59E34427670e01', 'username': 'fortuitousincision'}, {'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0xeB4d60B9863A4b3c18a10FbB7F410dc505720C7B', 'username': 'adamanttoehold'}, {'address': '0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752', 'username': 'convenientstride'}, {'address': '0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044', 'username': 'high-poweredincrease'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0xa4444aeC32965BCb4d460BA818FD2FA37b508627', 'username': 'swellingweakness'}]",8,41,"[{'address': '0xF4598765C7594AD655f5C2cfD75b3575F30d6538', 'username': 'truepredisposition'}, {'address': '0x595147E8a744a967806D995513B7d6367C107208', 'username': 'restrictedforage'}, {'address': '0x9b1DaDb8D6AFC4a9b5A13B808281C962D468e050', 'username': 'bindingshire'}, {'address': '0x4211eb9929395530D37f3B65B21AA31a0edc655A', 'username': 'earthenlimousine'}, {'address': '0xCB72C9A1BA946E04B8d4e6AedC864c643635dDF6', 'username': 'perniciouscasket'}, {'address': '0xf0C1B0109865BdAf4Aa490492FC0590B9E7c96c7', 'username': 'horridforeboding'}]"
failed,rejected,CreDefi Finance's Revenue Share and Governance Token ( XCREDI ),classic,multi,0x61d7ecE32854CaF46c6304Fd536704EacD4dA256,mercantilefirebrand,xCREDI,0x3bbfb303842dd4a76da4c927be644e9cf3170afd,"[{'address': '0x61d7ecE32854CaF46c6304Fd536704EacD4dA256', 'username': 'mercantilefirebrand'}]",8,42,[]
failed,rejected,Credefi's Revenue Share Token: xCREDI,classic,multi,0x61d7ecE32854CaF46c6304Fd536704EacD4dA256,mercantilefirebrand,xCREDI,0x3bbfb303842dd4a76da4c927be644e9cf3170afd,"[{'address': '0x61d7ecE32854CaF46c6304Fd536704EacD4dA256', 'username': 'mercantilefirebrand'}]",8,42,[]
failed,rejected,8.7eth investment in M87,classic,multi,0x82bdee47362C2f9244126974E451421054187B12,absorbinginvasion,pepecoin,0xa9e8acf069c58aec8825542845fd754e41a9489a,"[{'address': '0x82bdee47362C2f9244126974E451421054187B12', 'username': 'absorbinginvasion'}]",8,43,[]
processing,deActive,$SEN Ai Agents ,classic,multi,0x39e0D379A9A03079914933D9917007F8C3B44a75,hardworkinghome,SEN,0x421b05cf5ce28cb7347e73e2278e84472f0e4a88,"[{'address': '0x39e0D379A9A03079914933D9917007F8C3B44a75', 'username': 'hardworkinghome'}]",8,43,[]
processing,deActive,$SEN Ai Agent,classic,multi,0x39e0D379A9A03079914933D9917007F8C3B44a75,hardworkinghome,SEN,0x421b05cf5ce28cb7347e73e2278e84472f0e4a88,"[{'address': '0x39e0D379A9A03079914933D9917007F8C3B44a75', 'username': 'hardworkinghome'}]",8,43,[]
succeeded,succeeded,$SEN Ai Agents,classic,multi,0x39e0D379A9A03079914933D9917007F8C3B44a75,hardworkinghome,SEN,0x421b05cf5ce28cb7347e73e2278e84472f0e4a88,"[{'address': '0x39e0D379A9A03079914933D9917007F8C3B44a75', 'username': 'hardworkinghome'}, {'address': '0xb2890992e7152106f70176adf93a7CFEdB246880', 'username': 'raggedoffence'}, {'address': '0xeB4d60B9863A4b3c18a10FbB7F410dc505720C7B', 'username': 'adamanttoehold'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0x1c66f8A8fa9D34D26b6767cca81E4f0fb8F0692f', 'username': 'lacylation'}, {'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}]",8,43,"[{'address': '0xde07e190555f2bc82824009DCf1a3BeF5F1De9bC', 'username': 'priorfrieze'}, {'address': '0x05D32b5956C5E3d57A6F56Df9F2c7D6e1fcB0BE7', 'username': 'frenchsealer'}, {'address': '0x705642f070B954769a0CBA43cCfD6Deb8eE9AeCD', 'username': 'white-collarwalleye'}, {'address': '0x4211eb9929395530D37f3B65B21AA31a0edc655A', 'username': 'earthenlimousine'}]"
failed,rejected,$INFRA - 4.35 eth re investment ,classic,multi,0x077C64316c010E617FCFb941534a966e2579C7A8,movableadjective,INFRA,0xe9eccde9d26fcbb5e93f536cfc4510a7f46274f8,"[{'address': '0x077C64316c010E617FCFb941534a966e2579C7A8', 'username': 'movableadjective'}]",8,44,[]
succeeded,succeeded,ALVA - 4.35 ETH,classic,multi,0xf2a79C9c6f754B2a538836046CDf135C1B11a44f,stolidslag,ALVA,0x8e729198d1c59b82bd6bba579310c40d740a11c2,"[{'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0xeB4d60B9863A4b3c18a10FbB7F410dc505720C7B', 'username': 'adamanttoehold'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}, {'address': '0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044', 'username': 'high-poweredincrease'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0xa4444aeC32965BCb4d460BA818FD2FA37b508627', 'username': 'swellingweakness'}]",8,44,"[{'address': '0x1e6108990608600F08A431bbd7b3C3AF45f6e449', 'username': 'plannedinference'}, {'address': '0x4211eb9929395530D37f3B65B21AA31a0edc655A', 'username': 'earthenlimousine'}, {'address': '0x705642f070B954769a0CBA43cCfD6Deb8eE9AeCD', 'username': 'white-collarwalleye'}]"
succeeded,succeeded,$INFRA Infrax,classic,multi,0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044,high-poweredincrease,INFRA,0xe9eccde9d26fcbb5e93f536cfc4510a7f46274f8,"[{'address': '0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044', 'username': 'high-poweredincrease'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0x39e0D379A9A03079914933D9917007F8C3B44a75', 'username': 'hardworkinghome'}, {'address': '0xdFA9f1Dcda9BDE39D735C9840699B306d0c3d752', 'username': 'convenientstride'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0xa4444aeC32965BCb4d460BA818FD2FA37b508627', 'username': 'swellingweakness'}, {'address': '0x4c6F91306c993Ac5864adCf818B1c958Bb19254a', 'username': 'eccentriccaterer'}]",8,45,"[{'address': '0xc649a7165ffAEE42eB73840A8Faf6eE4c9441AcC', 'username': 'inquisitivebacterium'}, {'address': '0x98eaeA37c5ec6fdA773891f23385080095F16985', 'username': 'conicaldamp'}, {'address': '0x705642f070B954769a0CBA43cCfD6Deb8eE9AeCD', 'username': 'white-collarwalleye'}, {'address': '0xde07e190555f2bc82824009DCf1a3BeF5F1De9bC', 'username': 'priorfrieze'}, {'address': '0x1e6108990608600F08A431bbd7b3C3AF45f6e449', 'username': 'plannedinference'}]"
processing,deActive,$QF Quantum Fusion,classic,multi,0x2f883772E5D9d3B0A227e08FF7f76f318D87Ca55,deadlyliberation,QF,0x6019dcb2d0b3e0d1d8b0ce8d16191b3a4f93703d,"[{'address': '0x2f883772E5D9d3B0A227e08FF7f76f318D87Ca55', 'username': 'deadlyliberation'}]",8,46,[]
failed,failed,$QF Quantum Fusion,classic,multi,0x2f883772E5D9d3B0A227e08FF7f76f318D87Ca55,deadlyliberation,pepecoin,0xa9e8acf069c58aec8825542845fd754e41a9489a,"[{'address': '0x2f883772E5D9d3B0A227e08FF7f76f318D87Ca55', 'username': 'deadlyliberation'}]",8,46,[]
succeeded,succeeded,"$QF Quantum Fusion 4.3eth Revised with Correct CA ""sign this one""",classic,multi,0x435733c6C9CB9f400EDF11E0bCB6f9151E66f702,lewdlanding,QF,0x6019dcb2d0b3e0d1d8b0ce8d16191b3a4f93703d,"[{'address': '0x435733c6C9CB9f400EDF11E0bCB6f9151E66f702', 'username': 'lewdlanding'}, {'address': '0x1B69c4A788aD8f940e624341AB45c731D01190De', 'username': 'highgaze'}, {'address': '0xBF9FE9379CE3BFfa603eD5B42FaeF6e524091044', 'username': 'high-poweredincrease'}, {'address': '0xeB4d60B9863A4b3c18a10FbB7F410dc505720C7B', 'username': 'adamanttoehold'}, {'address': '0xf2a79C9c6f754B2a538836046CDf135C1B11a44f', 'username': 'stolidslag'}, {'address': '0x50e78376E84f4B45285f7d33a145C4849Ed3354d', 'username': 'soothingcandy'}, {'address': '0x0DE8056764Ad8958f34054f11a94ae6CCBf149a0', 'username': 'unsavoryinstallation'}]",8,47,"[{'address': '0xF4598765C7594AD655f5C2cfD75b3575F30d6538', 'username': 'truepredisposition'}, {'address': '0xc649a7165ffAEE42eB73840A8Faf6eE4c9441AcC', 'username': 'inquisitivebacterium'}, {'address': '0x98eaeA37c5ec6fdA773891f23385080095F16985', 'username': 'conicaldamp'}, {'address': '0x705642f070B954769a0CBA43cCfD6Deb8eE9AeCD', 'username': 'white-collarwalleye'}]"
